ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO
degradacao,8,2010,Modis,PA,0.28,Conceição do Araguaia
degradacao,8,2010,Modis,PA,0.44,Conceição do Araguaia
degradacao,8,2010,Modis,PA,0.14,Conceição do Araguaia
degradacao,12,2019,Sentinel-1-2,PA,0.02,Conceição do Araguaia
degradacao,12,2019,Sentinel-1-2,PA,0.02,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.02,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.09,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.12,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,6.38,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.51,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.03,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.03,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.04,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.02,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.01,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.07,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.01,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.31,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.26,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.01,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.08,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.02,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.02,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.03,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.02,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.01,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.02,Conceição do Araguaia
degradacao,9,2020,Sentinel-1-2,PA,0.04,Conceição do Araguaia
degradacao,10,2017,Sentinel-1-2,PA,3.46,Marabá
degradacao,10,2017,Sentinel-1-2,PA,1.85,Marabá
degradacao,9,2020,Sentinel-1-2,PA,0.02,Marabá
degradacao,9,2020,Sentinel-1-2,PA,0.13,Marabá
degradacao,9,2020,Sentinel-1-2,PA,0.09,Marabá
degradacao,9,2020,Sentinel-1-2,PA,0.04,Marabá
degradacao,9,2020,Sentinel-1-2,PA,0.01,Marabá
degradacao,9,2020,Sentinel-1-2,PA,0.01,Marabá
degradacao,11,2020,Sentinel-1-2,PA,0.05,Marabá
degradacao,9,2020,Sentinel-1-2,PA,0.02,Marabá
degradacao,9,2020,Sentinel-1-2,PA,0.01,Marabá
degradacao,9,2020,Sentinel-1-2,PA,0.10,Marabá
degradacao,6,2016,Modis,AM,1.07,Apuí
degradacao,6,2016,Modis,AM,2.07,Apuí
degradacao,6,2016,Modis,AM,1.92,Apuí
degradacao,6,2016,Modis,AM,1.07,Apuí
degradacao,6,2016,Modis,AM,0.74,Apuí
degradacao,6,2016,Modis,AM,1.88,Apuí
degradacao,6,2016,Modis,AM,1.07,Apuí
degradacao,6,2016,Modis,AM,0.74,Apuí
degradacao,6,2016,Modis,AM,0.30,Apuí
degradacao,6,2016,Modis,AM,1.11,Apuí
degradacao,6,2016,Modis,AM,0.81,Apuí
degradacao,6,2016,Modis,AM,1.65,Apuí
degradacao,6,2016,Modis,AM,0.61,Apuí
degradacao,7,2016,Modis,AM,1.10,Apuí
degradacao,7,2017,Modis,AM,1.35,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.09,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.12,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.91,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.21,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.06,Apuí
degradacao,10,2015,Modis,AM,0.42,Apuí
degradacao,10,2015,Modis,AM,0.31,Apuí
degradacao,10,2015,Modis,AM,0.70,Apuí
degradacao,10,2015,Modis,AM,0.25,Apuí
degradacao,10,2015,Modis,AM,0.44,Apuí
degradacao,10,2015,Modis,AM,0.18,Apuí
degradacao,10,2015,Modis,AM,0.79,Apuí
degradacao,10,2015,Modis,AM,0.25,Apuí
degradacao,10,2015,Modis,AM,0.21,Apuí
degradacao,10,2015,Modis,AM,0.24,Apuí
degradacao,10,2015,Modis,AM,0.20,Apuí
degradacao,10,2015,Modis,AM,0.19,Apuí
degradacao,10,2015,Modis,AM,0.19,Apuí
degradacao,6,2016,Modis,AM,0.97,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.06,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.06,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.23,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.23,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.06,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,1,2014,Modis,AM,0.32,Apuí
degradacao,1,2014,Modis,AM,0.32,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.13,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,11,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,11,2020,Sentinel-1-2,AM,0.09,Apuí
degradacao,11,2020,Sentinel-1-2,AM,0.06,Apuí
degradacao,11,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,1,2012,Modis,AM,0.21,Apuí
degradacao,2,2012,Modis,AM,0.21,Apuí
degradacao,2,2012,Modis,AM,0.47,Apuí
degradacao,11,2012,Modis,AM,0.86,Apuí
degradacao,12,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,12,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,12,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,11,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,11,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,11,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,11,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.06,Apuí
degradacao,12,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,12,2020,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.06,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.10,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.45,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.09,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.06,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.14,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.37,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.11,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.08,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.12,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.13,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.18,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.08,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.10,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.10,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.38,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.15,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.22,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.11,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.16,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.09,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.06,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.06,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,10,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2020,Sentinel-1-2,AM,0.33,Apuí
degradacao,10,2020,Sentinel-1-2,AM,0.24,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.12,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.27,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.03,Apuí
degradacao,10,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,8,2020,Sentinel-1-2,AM,0.12,Apuí
degradacao,8,2020,Sentinel-1-2,AM,0.34,Apuí
degradacao,10,2020,Sentinel-1-2,AM,0.30,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2020,Sentinel-1-2,AM,0.04,Apuí
degradacao,10,2020,Sentinel-1-2,AM,0.30,Apuí
degradacao,8,2020,Sentinel-1-2,AM,0.09,Apuí
degradacao,3,2020,Sentinel-1-2,AM,0.20,Apuí
degradacao,3,2020,Sentinel-1-2,AM,0.01,Apuí
degradacao,3,2020,Sentinel-1-2,AM,0.01,Apuí
degradacao,12,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,4,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,4,2020,Sentinel-1-2,AM,0.21,Apuí
degradacao,3,2020,Sentinel-1-2,AM,0.01,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.11,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.13,Apuí
degradacao,3,2020,Sentinel-1-2,AM,0.02,Apuí
degradacao,12,2019,Sentinel-1-2,AM,0.08,Apuí
degradacao,12,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,12,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.23,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.09,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.10,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.06,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.11,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.12,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.08,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.11,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.50,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.06,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.06,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.17,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.07,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.15,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.10,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.26,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.11,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.09,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.15,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.13,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.10,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.20,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.08,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.17,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.13,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.16,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.08,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.13,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.06,Apuí
degradacao,10,2019,Sentinel-1-2,AM,0.12,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.14,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.53,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.12,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.48,Apuí
degradacao,8,2019,Sentinel-1-2,AM,1.03,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.09,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.24,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.41,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.12,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.18,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.65,Apuí
degradacao,8,2019,Sentinel-1-2,AM,1.33,Apuí
degradacao,8,2019,Sentinel-1-2,AM,1.05,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.11,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.17,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.08,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.16,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.11,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.12,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.12,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.18,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.07,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.08,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.09,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.14,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.40,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.12,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.19,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.43,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.08,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.07,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.23,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.06,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.06,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.07,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.23,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.18,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.09,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.24,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.82,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.07,Apuí
degradacao,8,2019,Sentinel-1-2,AM,1.95,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.35,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.34,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.16,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.16,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.37,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.62,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.23,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.03,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.04,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.54,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.01,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.64,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.02,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.16,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.15,Apuí
degradacao,8,2019,Sentinel-1-2,AM,0.22,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.03,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.05,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.02,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.01,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.04,Apuí
degradacao,9,2018,Sentinel-1-2,AM,0.02,Apuí
