ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,TERRA_INDI
desmatamento,"7","2020",Sentinel-1-2,AM,0.04,Maués,TI Andirá-Marau
desmatamento,"7","2020",Sentinel-1-2,AM,0.07,Maués,TI Andirá-Marau
desmatamento,"7","2020",Sentinel-1-2,AM,0.07,Autazes,TI Jauary
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,Altamira,TI Baú
desmatamento,"7","2020",Sentinel-1-2,AM,0.03,Autazes,TI Murutinga/Tracajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.06,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,MT,0.04,Comodoro,TI Vale do Guaporé
desmatamento,"7","2020",Sentinel-1-2,MT,0.03,Comodoro,TI Lagoa dos Brincos
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Autazes,TI Murutinga/Tracajá
desmatamento,"7","2020",Sentinel-1-2,AM,0.03,Maués,TI Andirá-Marau
desmatamento,"7","2020",Sentinel-1-2,AM,0.03,Barreirinha,TI Andirá-Marau
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Maués,TI Andirá-Marau
desmatamento,"7","2020",Sentinel-1-2,RO,0.05,Parecis,TI Kwazá do Rio São Pedro
desmatamento,"7","2020",Sentinel-1-2,AM,0.03,Maués,TI Andirá-Marau
desmatamento,"7","2020",Sentinel-1-2,MT,0.02,Aripuanã,TI Aripuanã
desmatamento,"7","2020",Sentinel-1-2,MT,0.08,Aripuanã,TI Aripuanã
desmatamento,"7","2020",Sentinel-1-2,MT,0.09,Aripuanã,TI Aripuanã
desmatamento,"7","2020",Sentinel-1-2,RO,0.02,Espigão D'Oeste,TI Roosevelt
desmatamento,"7","2020",Sentinel-1-2,RO,0.02,Ji-Paraná,TI Igarapé Lourdes
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Lábrea,TI Paumari do Lago Marahã
desmatamento,"7","2020",Sentinel-1-2,AC,0.03,Feijó,TI Kaxinawa Nova Olinda
desmatamento,"7","2020",Sentinel-1-2,RO,0.02,Chupinguaia,TI Tubarão/Latundê
desmatamento,"7","2020",Sentinel-1-2,MT,0.12,Aripuanã,TI Aripuanã
desmatamento,"7","2020",Sentinel-1-2,MT,0.06,Aripuanã,TI Aripuanã
desmatamento,"7","2020",Sentinel-1-2,MT,0.03,Aripuanã,TI Aripuanã
desmatamento,"7","2020",Sentinel-1-2,MT,0.02,Juara,TI Apiaká-Kayabi
desmatamento,"7","2020",Sentinel-1-2,AC,0.02,Assis Brasil,TI Cabeceira do Rio Acre
desmatamento,"7","2020",Sentinel-1-2,MT,0.10,Juara,TI Apiaká-Kayabi
desmatamento,"7","2020",Sentinel-1-2,AM,0.01,Autazes,TI Cuia
desmatamento,"7","2020",Sentinel-1-2,RO,0.02,Guajará-Mirim,TI Igarapé Lage
desmatamento,"7","2020",Sentinel-1-2,RO,0.02,Ji-Paraná,TI Igarapé Lourdes
desmatamento,"7","2020",Sentinel-1-2,AC,0.03,Feijó,TI Kulina do Rio Envira
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,Ourilândia do Norte,TI Kayapó
desmatamento,"7","2020",Sentinel-1-2,RO,0.15,Cacoal,TI Sete de Setembro
desmatamento,"7","2020",Sentinel-1-2,AC,0.08,Assis Brasil,TI Cabeceira do Rio Acre
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Lábrea,TI Jarawara/Jamamadi/Kanamanti
desmatamento,"7","2020",Sentinel-1-2,RO,0.02,Ji-Paraná,TI Igarapé Lourdes
desmatamento,"7","2020",Sentinel-1-2,AC,0.02,Sena Madureira,TI Mamoadate
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Kayapó
desmatamento,"7","2020",Sentinel-1-2,AC,0.02,Feijó,TI Riozinho do Alto Envira
desmatamento,"7","2020",Sentinel-1-2,RO,0.09,Alta Floresta D'Oeste,TI Rio Branco
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Boca do Acre,TI Camicuã
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Maués,TI Andirá-Marau
desmatamento,"7","2020",Sentinel-1-2,AM,0.04,Itacoatiara,TI Rio Urubu
desmatamento,"7","2020",Sentinel-1-2,AC,0.05,Feijó,TI Kaxinawa Nova Olinda
desmatamento,"7","2020",Sentinel-1-2,RO,0.02,Alta Floresta D'Oeste,TI Rio Branco
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.06,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,RO,0.02,Nova Mamoré,TI Igarapé Lage
desmatamento,"7","2020",Sentinel-1-2,AM,0.03,Humaitá,TI Tenharim/Marmelos
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Altamira,TI Baú
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,Anapu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.07,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,AM,0.04,Novo Aripuanã,TI Tenharim do Igarapé Preto
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AC,0.02,Cruzeiro do Sul,TI Campinas/Katukina
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,Ourilândia do Norte,TI Kayapó
desmatamento,"7","2020",Sentinel-1-2,PA,0.13,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,Anapu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.06,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.06,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.06,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.05,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,RO,0.02,Espigão D'Oeste,TI Roosevelt
desmatamento,"7","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Apyterewa
desmatamento,"7","2020",Sentinel-1-2,PA,0.06,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,PA,0.25,Placas,TI Cachoeira Seca
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Novo Repartimento,TI Parakanã
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Sapezal,TI Utiariti
desmatamento,"6","2020",Sentinel-1-2,AM,0.04,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,RO,0.04,Espigão D'Oeste,TI Roosevelt
desmatamento,"6","2020",Sentinel-1-2,MA,0.02,Itaipava do Grajaú,TI Geralda/Toco Preto
desmatamento,"6","2020",Sentinel-1-2,RO,0.04,Espigão D'Oeste,TI Roosevelt
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,AC,0.03,Mâncio Lima,TI Nukini
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,São Gabriel da Cachoeira,TI Alto Rio Negro
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,São Paulo de Olivença,TI Évare  I
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,São Paulo de Olivença,TI Évare  I
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Cumaru do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Jutaí,TI Rio Biá
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Tabatinga,TI Évare  I
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Comodoro,TI Vale do Guaporé
desmatamento,"6","2020",Sentinel-1-2,AC,0.03,Tarauacá,TI Kaxinawa Praia do Carapanã
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Cumaru do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Benjamin Constant,TI São Leopoldo
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AM,0.01,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Brasnorte,TI Erikpatsa
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Anapu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,1.86,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Anapu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Cumaru do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,RO,0.15,Porto Velho,TI Karipuna
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Feliz Natal,PI Xingu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Cumaru do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,MT,0.04,Nova Lacerda,TI Sararé
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Cumaru do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,MT,0.04,Gaúcha do Norte,PI Xingu
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Comodoro,TI Nambiquara
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,MT,0.04,Comodoro,TI Vale do Guaporé
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Altamira,TI Baú
desmatamento,"6","2020",Sentinel-1-2,PA,0.16,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Feliz Natal,PI Xingu
desmatamento,"6","2020",Sentinel-1-2,AC,0.03,Feijó,TI Kampa e Isolados do Rio Envira
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Cumaru do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,São Félix do Araguaia,PI Xingu
desmatamento,"6","2020",Sentinel-1-2,RO,0.11,Chupinguaia,TI Tubarão/Latundê
desmatamento,"6","2020",Sentinel-1-2,PA,0.12,Altamira,TI Cachoeira Seca
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Altamira,TI Cachoeira Seca
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.10,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.42,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Altamira,TI Cachoeira Seca
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.07,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.12,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.06,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AC,0.03,Feijó,TI Jaminawa/Envira
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.33,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Querência,PI Xingu
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.06,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AC,0.06,Feijó,TI Katukina/Kaxinawa
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.18,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.14,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Itamarati,TI Deni
desmatamento,"6","2020",Sentinel-1-2,AC,0.07,Manoel Urbano,TI Alto Rio Purus
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Cumaru do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,AP,0.03,Pedra Branca do Amapari,TI Waiãpi
desmatamento,"6","2020",Sentinel-1-2,RR,0.03,Bonfim,TI Manoá/Pium
desmatamento,"6","2020",Sentinel-1-2,RR,0.03,Alto Alegre,TI Yanomami
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Lábrea,TI Caititu
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Atalaia do Norte,TI Vale do Javari
desmatamento,"6","2020",Sentinel-1-2,AC,0.03,Feijó,TI Katukina/Kaxinawa
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Amaturá,TI Vui-Uata-In
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Itaituba,TI Andirá-Marau
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Eirunepé,TI Kulina do Médio Juruá
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Maués,TI Andirá-Marau
desmatamento,"6","2020",Sentinel-1-2,AP,0.03,Pedra Branca do Amapari,TI Waiãpi
desmatamento,"6","2020",Sentinel-1-2,AC,0.04,Feijó,TI Katukina/Kaxinawa
desmatamento,"6","2020",Sentinel-1-2,MT,0.27,Comodoro,TI Nambiquara
desmatamento,"6","2020",Sentinel-1-2,RO,0.09,Porto Velho,TI Karipuna
desmatamento,"6","2020",Sentinel-1-2,MT,0.02,Tabaporã,TI Batelão
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Juara,TI Japuíra
desmatamento,"6","2020",Sentinel-1-2,MT,0.03,Aripuanã,TI Aripuanã
desmatamento,"6","2020",Sentinel-1-2,RO,0.02,Ji-Paraná,TI Igarapé Lourdes
desmatamento,"6","2020",Sentinel-1-2,RO,0.02,Vilhena,PI Aripuanã
desmatamento,"6","2020",Sentinel-1-2,AM,0.01,Lábrea,TI Caititu
desmatamento,"6","2020",Sentinel-1-2,RO,0.02,Espigão D'Oeste,TI Roosevelt
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Tefé,DI Barreira da Missão
desmatamento,"6","2020",Sentinel-1-2,AM,0.12,Itamarati,TI Deni
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Lábrea,TI Paumari do Lago Marahã
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,RO,0.04,Nova Mamoré,TI Karipuna
desmatamento,"6","2020",Sentinel-1-2,RO,0.03,Ji-Paraná,TI Igarapé Lourdes
desmatamento,"6","2020",Sentinel-1-2,AM,0.04,Lábrea,TI Paumari do Lago Marahã
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Altamira,TI Cachoeira Seca
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.49,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.09,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Pacajá,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Altamira,TI Baú
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.06,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Anapu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.10,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.09,Altamira,TI Cachoeira Seca
desmatamento,"6","2020",Sentinel-1-2,PA,0.05,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Altamira,TI Baú
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Itamarati,TI Deni
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Eirunepé,TI Kulina do Médio Juruá
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.08,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Sai Cinza
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.09,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Ourilândia do Norte,TI Kayapó
desmatamento,"6","2020",Sentinel-1-2,PA,0.04,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AM,0.04,Itamarati,TI Deni
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AM,0.02,Borba,TI Coatá-Laranjal
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,São Félix do Xingu,TI Apyterewa
desmatamento,"6","2020",Sentinel-1-2,AM,0.03,Borba,TI Coatá-Laranjal
desmatamento,"6","2020",Sentinel-1-2,AM,0.06,Lábrea,TI Caititu
desmatamento,"6","2020",Sentinel-1-2,PA,0.01,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,PA,0.02,Jacareacanga,TI Mundurucu
desmatamento,"6","2020",Sentinel-1-2,AC,0.02,Feijó,TI Kaxinawa Nova Olinda
desmatamento,"7","2020",Sentinel-1-2,MA,0.02,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,AP,0.04,Laranjal do Jari,TI Waiãpi
desmatamento,"7","2020",Sentinel-1-2,PA,0.02,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,MA,0.02,Grajaú,TI Bacurizinho  (reestudo)
desmatamento,"7","2020",Sentinel-1-2,AP,0.02,Pedra Branca do Amapari,TI Waiãpi
desmatamento,"7","2020",Sentinel-1-2,AP,0.02,Pedra Branca do Amapari,TI Waiãpi
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Japurá,TI Paraná do Boá-Boá
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Japurá,TI Mapari
desmatamento,"7","2020",Sentinel-1-2,PA,0.04,Anapu,TI Trincheira/Bacajá
desmatamento,"7","2020",Sentinel-1-2,AC,0.02,Mâncio Lima,TI Nukini
desmatamento,"7","2020",Sentinel-1-2,AM,0.04,São Paulo de Olivença,TI Évare  I
desmatamento,"7","2020",Sentinel-1-2,RO,0.03,Porto Velho,TI Karipuna
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Tabatinga,TI Évare  I
desmatamento,"7","2020",Sentinel-1-2,AM,0.02,Tabatinga,TI Évare  I
desmatamento,"7","2020",Sentinel-1-2,RO,0.05,Porto Velho,TI Karipuna
